species	w	p-value
Mycobacterium phage Shandong1	7.75554735989	8.79632424254e-15
Pantoea agglomerans group	0.517036490659	0.605130686028
Streptococcus phage PH15	1.55110947198	0.120875451651
Atopobium parvulum	4.13629192527	3.52963111891e-05
Staphylococcus phage StAP1	0.689381987546	0.490582915561
Shigella boydii	0.344690993773	0.730326689601
Mycobacterium phage PhelpsODU	1.35118869559	0.176634994832
Ruminococcus champanellensis	-0.861727484432	0.388837497515
Escherichia virus 9g	2.54381953404	0.0109647717911
Campylobacter jejuni	8.44492934743	3.04229398228e-17
Arthrobacter phage Abidatro	3.01259928557	0.002590206907
Cronobacter dublinensis	0.689381987546	0.490582915561
Lactobacillus phage iLp1308	2.06814596264	0.0386262997803
Streptococcus macedonicus	1.03407298132	0.301102046212
Streptococcus phage phiZJ20091101-4	1.55110947198	0.120875451651
Klebsiella aerogenes	-5.97004801215	2.37183779142e-09
Pseudomonas phage OBP	1.98542012413	0.0470977488326
Streptococcus phage phiZJ20091101-1	4.82567391282	1.39530645058e-06
Streptococcus phage PH10	2.06814596264	0.0386262997803
Staphylococcus phage StB20-like	-1.39944543472	0.161679450251
Choristoneura occidentalis granulovirus	-0.348137903711	0.727736619643
Enterobacteria phage H19J	2.75752795018	0.00582402340778
Synechococcus phage S-RIM2	0.517036490659	0.605130686028
Aeromonas phage SW69-9	0.517036490659	0.605130686028
Streptococcus sobrinus	0.861727484432	0.388837497515
Phoenicibacter massiliensis	3.28145826072	0.00103271807912
Gryllus bimaculatus nudivirus	2.92987344707	0.00339100075799
Pseudomonas phage vB_PaeM_G1	0.517036490659	0.605130686028
White spot syndrome virus	4.30863742216	1.64263399898e-05
Enterobacteria phage ST104	6.89381987546	5.43137899127e-12
Ethanoligenens harbinense	-0.330903354022	0.74071748842
Clostridium phage phiCPV4	2.92987344707	0.00339100075799
uncultured Mediterranean phage uvDeep-CGR2-KM23-C246	0.668700527919	0.5036865307
Lactobacillus phage LF1	2.24049145952	0.0250590346154
Pseudomonas phage Pf-10	0.999603881941	0.317502243778
Campylobacter coli	-4.70847897494	2.49572102531e-06
Olsenella sp. Marseille-P2300	1.72345496886	0.0848062817994
Lactobacillus phage iLp84	2.93676726694	0.00331652898512
Opsiphanes invirae iflavirus 1	0.861727484432	0.388837497515
Arthrobacter phage Cheesy	0.0241283695641	0.980750214267
Kosakonia radicincitans	2.92987344707	0.00339100075799
Pectobacterium phage ZF40	1.00994461175	0.312521827415
Staphylococcus phage vB_SscM-2	0.234389875766	0.81468231773
Shigella phage SfX	-2.15087180114	0.0314863198356
Salmonella phage 118970_sal4	3.61925543461	0.000295451891264
Enterobacteria phage phi21	7.41085636612	1.25486436815e-13
Streptococcus phage phiS10	-1.98542012413	0.0470977488326
Escherichia virus TL2011	-0.723851086923	0.46915716175
Guanarito mammarenavirus	4.99801940971	5.7922156091e-07
Streptococcus phage Str-PAP-1	0.689381987546	0.490582915561
Bilophila wadsworthia	7.583201863	3.3712969105e-14
Klebsiella phage K5-4	0.689381987546	0.490582915561
Klebsiella sp. LTGPAF-6F	1.89580046575	0.0579864342767
Roseburia intestinalis	-1.38565779497	0.165851421338
Mogibacterium pumilum	-0.165451677011	0.868588481719
Salmonella phage BPS15Q2	4.82567391282	1.39530645058e-06
Erwinia phage phiEaH2	-0.806576925428	0.419910272198
Klebsiella virus K11	0.517036490659	0.605130686028
Mannheimia phage vB_MhS_3927AP1	3.36418409922	0.000767703147259
Dasychira pudibunda nucleopolyhedrovirus	1.03407298132	0.301102046212
Gallid alphaherpesvirus 1	1.882012826	0.0598342742031
Mycobacterium phage Keshu	2.86782906819	0.00413298757582
Streptococcus anginosus group	1.42012689434	0.155570741852
Klebsiella virus KpV289	1.03407298132	0.301102046212
Desulfovibrio aespoeensis	2.24049145952	0.0250590346154
Hirudovirus strain Sangsue	6.03209239102	1.61850193413e-09
Klebsiella virus PKP126	1.52353419248	0.127625113002
Pseudomonas phage AN14	7.583201863	3.3712969105e-14
Bacillus virus G	0.382607003088	0.70201117697
Staphylococcus phage vB_SauS_IMEP5	2.42317768622	0.0153853992928
Paenibacillus phage phiBP	1.37876397509	0.167967537322
Bacteroides xylanisolvens	-1.35118869559	0.176634994832
Libanicoccus massiliensis	2.1474248912	0.0317594707849
Klebsiella phage 1 LV-2017	-1.02717916144	0.304336108629
Streptococcus phage phi-SsUD.1	0.420523012403	0.674103421859
Rhizobium phage RR1-A	0.344690993773	0.730326689601
Nile crocodilepox virus	8.61727484432	6.85664144748e-18
Enterobacteria phage ES18	0.689381987546	0.490582915561
Klebsiella virus KP34	2.5851824533	0.00973274789744
Synechococcus phage S-CAM8	4.59817785693	4.26202086537e-06
Streptococcus phage phi7917	0.689381987546	0.490582915561
Indivirus ILV1	0.241283695641	0.809335246642
Molluscum contagiosum virus	-0.517036490659	0.605130686028
Malacosoma sp. alphabaculovirus	1.89580046575	0.0579864342767
Klebsiella pneumoniae	-0.779001645927	0.435978745187
Lactococcus phage phiL47	2.24049145952	0.0250590346154
Bos taurus	0.944453322938	0.344938043722
Klebsiella virus KpV475	0.172345496886	0.863165918093
Streptococcus phage IPP5	0.689381987546	0.490582915561
Paramecium bursaria Chlorella virus CZ-2	0.317115714271	0.751155801527
Salmonella phage ST160	2.06814596264	0.0386262997803
Klebsiella phage vB_KpnP_KpV767	0.517036490659	0.605130686028
Bacteroides caecimuris	-0.716957267048	0.473400464624
Faecalibacterium prausnitzii	-1.37876397509	0.167967537322
Vibrio virus KVP40	1.13748027945	0.255337563996
Bacteroides uniformis	-1.32361341609	0.1856314672
Erwinia phage EtG	0.689381987546	0.490582915561
Geoalkalibacter subterraneus	1.03407298132	0.301102046212
Bifidobacterium catenulatum	-0.0896196583809	0.928589462138
Lactobacillus agilis	7.41085636612	1.25486436815e-13
Parvimonas micra	6.46640304318	1.00363171273e-10
Enterococcus phage EFC-1	3.22286079178	0.00126917218283
Stenotrophomonas virus IME13	5.51505590037	3.48669116475e-08
Escherichia phage 121Q	5.68740139725	1.28987032931e-08
Klebsiella sp. KCL-2	1.03407298132	0.301102046212
Enterobacter virus F20	0.861727484432	0.388837497515
Synechococcus phage S-CBP2	1.08577663038	0.277577828037
Streptococcus gallolyticus	3.24009534146	0.00119489739178
Lactococcus phage AM7	6.89381987546	5.43137899127e-12
Enterococcus faecium	-8.03130015491	9.64450746781e-16
Parabacteroides phage YZ-2015b	-4.57060257743	4.86323800111e-06
